1,2,3,4,5,6,7,8,9
0.8445092322643343,0.8386783284742468,0.8425655976676385,0.8396501457725948,0.8435374149659864,0.8357628765792031,0.8377065111758989,0.8377065111758989,0.8425655976676385
0.8483965014577259,0.858114674441205,0.858114674441205,0.8493683187560739,0.8542274052478134,0.8464528668610302,0.8561710398445093,0.8503401360544217,0.8493683187560739
0.8678328474246841,0.859086491739553,0.858114674441205,0.859086491739553,0.8639455782312925,0.8503401360544217,0.8610301263362488,0.8600583090379009,0.8678328474246841
0.8794946550048591,0.8707482993197279,0.86977648202138,0.86977648202138,0.8736637512147716,0.8561710398445093,0.8736637512147716,0.8736637512147716,0.8756073858114675
0.8872691933916423,0.8853255587949466,0.8843537414965986,0.8843537414965986,0.8833819241982507,0.8746355685131195,0.8862973760932945,0.8872691933916423,0.8901846452866861
0.901846452866861,0.901846452866861,0.8969873663751214,0.901846452866861,0.8969873663751214,0.8872691933916423,0.8960155490767736,0.9067055393586005,0.9057337220602527
0.9212827988338192,0.9203109815354713,0.9154518950437318,0.9125364431486881,0.9183673469387755,0.9057337220602527,0.9125364431486881,0.9222546161321672,0.9271137026239067
0.9358600583090378,0.9358600583090378,0.9300291545189504,0.9339164237123421,0.9339164237123421,0.9212827988338192,0.9280855199222546,0.9407191448007775,0.9368318756073858
0.9504373177842566,0.9523809523809523,0.9504373177842566,0.9514091350826045,0.9504373177842566,0.9426627793974732,0.9465500485908649,0.956268221574344,0.9455782312925171
0.9659863945578231,0.9659863945578231,0.9620991253644315,0.9640427599611273,0.9630709426627794,0.956268221574344,0.9630709426627794,0.9650145772594753,0.9572400388726919
