learning_rate,training_accuracy,test_accuracy
0.1,0.9169636108411618,0.8485764676240868
0.01,0.8549832631465284,0.8422776518014612
0.001,0.8402980239714933,0.8352229780801209
0.0001,0.8402980239714933,0.8352229780801209
0.5,0.9977324263038548,0.8279163517258754
0.05,0.8972033257747543,0.8518518518518516
0.005,0.8402980239714933,0.8352229780801209
