1,2,3,4,5,6,7,8,9
0.9135082604470359,0.9154518950437318,0.9183673469387755,0.9096209912536443,0.9193391642371235,0.902818270165209,0.9290573372206026,0.9416909620991254,0.9271137026239067
0.93488824101069,0.924198250728863,0.9329446064139941,0.93488824101069,0.9212827988338192,0.9251700680272109,0.9329446064139941,0.9271137026239067,0.9387755102040817
0.967930029154519,0.9591836734693877,0.9591836734693877,0.9533527696793003,0.9718172983479106,0.9582118561710399,0.9591836734693877,0.9572400388726919,0.9640427599611273
0.9611273080660836,0.9591836734693877,0.9523809523809523,0.956268221574344,0.9591836734693877,0.9514091350826045,0.9514091350826045,0.9533527696793003,0.9523809523809523
0.9737609329446064,0.9805636540330418,0.9815354713313897,0.9815354713313897,0.9708454810495627,0.9776482021379981,0.9737609329446064,0.9766763848396501,0.9737609329446064
0.9689018464528668,0.9718172983479106,0.9650145772594753,0.9630709426627794,0.9640427599611273,0.9698736637512148,0.9727891156462585,0.9776482021379981,0.9708454810495627
0.9795918367346939,0.989310009718173,0.9834791059280855,0.9786200194363459,0.9854227405247813,0.9805636540330418,0.9854227405247813,0.9815354713313897,0.9805636540330418
0.9776482021379981,0.9708454810495627,0.9698736637512148,0.9747327502429544,0.9737609329446064,0.9776482021379981,0.9737609329446064,0.9698736637512148,0.9786200194363459
0.9815354713313897,0.9902818270165209,0.9863945578231292,0.9834791059280855,0.9854227405247813,0.9912536443148688,0.9883381924198251,0.9902818270165209,0.9912536443148688
0.9766763848396501,0.9844509232264335,0.9825072886297376,0.989310009718173,0.9883381924198251,0.9825072886297376,0.9795918367346939,0.9863945578231292,0.9825072886297376
