1,2,3,4,5,6,7,8,9
0.9300291545189504,0.9203109815354713,0.9261418853255587,0.9271137026239067,0.9280855199222546,0.9144800777453839,0.924198250728863,0.9115646258503401,0.9164237123420796
0.9339164237123421,0.9319727891156463,0.9368318756073858,0.9261418853255587,0.9358600583090378,0.9261418853255587,0.9310009718172984,0.9300291545189504,0.9203109815354713
0.9552964042759962,0.9572400388726919,0.967930029154519,0.9591836734693877,0.9533527696793003,0.9601554907677357,0.9640427599611273,0.9552964042759962,0.9601554907677357
0.9543245869776482,0.9572400388726919,0.9572400388726919,0.9484936831875608,0.956268221574344,0.9523809523809523,0.9552964042759962,0.956268221574344,0.9504373177842566
0.9766763848396501,0.9747327502429544,0.9776482021379981,0.9727891156462585,0.9757045675413022,0.9776482021379981,0.9737609329446064,0.9757045675413022,0.9815354713313897
0.9650145772594753,0.9630709426627794,0.9630709426627794,0.9727891156462585,0.9708454810495627,0.9718172983479106,0.9659863945578231,0.9737609329446064,0.9659863945578231
0.9873663751214772,0.9902818270165209,0.989310009718173,0.9883381924198251,0.9844509232264335,0.9854227405247813,0.9786200194363459,0.9815354713313897,0.9863945578231292
0.9737609329446064,0.967930029154519,0.9825072886297376,0.9786200194363459,0.9786200194363459,0.9747327502429544,0.9727891156462585,0.9757045675413022,0.9854227405247813
0.9815354713313897,0.989310009718173,0.9844509232264335,0.9902818270165209,0.9922254616132167,0.9854227405247813,0.989310009718173,0.9854227405247813,0.9854227405247813
0.9844509232264335,0.9834791059280855,0.9766763848396501,0.9844509232264335,0.9834791059280855,0.9834791059280855,0.9815354713313897,0.989310009718173,0.9854227405247813
