learning_rate,training_accuracy,test_accuracy
0.1,0.9168556311413454,0.8483245149911816
0.01,0.854875283446712,0.8422776518014612
0.001,0.8402980239714933,0.8352229780801209
0.0001,0.8402980239714933,0.8352229780801209
0.5,0.9976244466040384,0.8241370622323003
0.05,0.8970953460749378,0.8521038044847568
0.005,0.8402980239714933,0.8352229780801209
